FID,STREET_NAM,ROADINVENT,FUNCTIONAL,JURISDICTI,Divided,InstallDat,ExisFacil,Shape_Leng,Shape__Length
1958,American Legion Highway,6278900,5,2,1,2020,SBL,905.258150609,1224.18829615274
1959,Faneuil Street,4483900,6,2,0,2017,SLM,44.2797487719,59.8323714137485
1960,Maverick Street,4427900,5,2,0,2015,BL,65.233825776,88.25278751897
1961,Meridian Street,5228800,5,2,0,2013,BLSL,94.6088977154,128.34309883883
1962,Meridian Street,5707500,5,2,0,2013,BLSL,104.923749774,142.333711345641
1963,Meridian Street,5707401,5,2,0,2013,BLSL,25.6963633251,34.8579479209782
1964,Chelsea Street,4427100,5,2,0,2010,BL,76.9143118961,104.178302786403
1965,Meridian Street,4397200,3,2,0,2013,BLSL,65.751934734,89.2096387947997
1966,Meridian Street,4402700,3,2,0,2013,BLSL,40.3146200815,54.6956458527451
1967,Meridian Street,4407400,3,2,0,2013,BLSL,125.283292414,169.971305018306
1968,Bennington Street,5823500,5,2,1,2008,SLM,27.3473234977,36.9923720473045
1969,Veterans Of Foreign Wars Parkway,5214700,2,3,1,2013,BL,21.7175141349,29.4108723007133
1970,Veterans Of Foreign Wars Parkway,6271700,2,3,1,2013,BL,222.864281413,301.801309877962
1971,Baker Street,5129100,6,2,0,2014,BL,158.250667972,214.188867111032
1972,Commonwealth Avenue,6227800,3,2,1,2013,BL,71.1842750651,96.165411533572
1973,Washington Street,5357600,3,2,0,2010,BL,23.6617896931,31.9687052484032
1974,Lake Street,4511800,6,2,0,2011,BL,165.402873317,224.134018398798
1975,Faneuil Street,4482800,6,2,0,2017,SLM,73.012170748,98.6553443547168
1976,Veterans Of Foreign Wars Parkway,6218200,2,3,1,2013,SLM,83.4812992601,112.83036922472
1977,Veterans Of Foreign Wars Parkway,4830700,2,3,1,2013,BL,76.7989913062,103.781796832618
1978,Commonwealth Avenue,4550500,3,2,1,2013,SLM,50.8245132511,68.6671100655508
1979,Lake Street,4523700,6,2,0,2011,BL,103.989063499,140.870269325014
1980,Washington Street,5819300,3,2,0,2010,BL,71.4012596854,96.6192716852756
1981,Washington Street,5819400,3,2,0,2010,BL,186.457314411,251.961775217069
1982,Summer Street,5842800,3,2,0,2019,SBL,159.389736998,215.571251145601
1983,Neponset Avenue,6316000,3,3,1, ,SUP,277.407126644,374.888860993329
1984, ,5897700,0, ,0,2019,BL,118.12332574,159.837029125356
1985, ,5898500,0, ,0,2019,BL,113.514566296,153.628964205143
1986,Faneuil Street,4467100,6,2,0,2017,SLM,83.4138037975,112.989800783411
1987,Antwerp St,5936600,0, ,0,2014,BL,167.390822664,226.96844438909
1988,Commonwealth Avenue Frontage Road Eb,5108400,0,2,1,2013,SLM,163.674602786,221.676474400277
1989,Chestnut Hill Avenue,5125800,5,2,0,2013,BL,17.5966106247,23.8499831717043
1990,Chestnut Hill Avenue,5761500,5,2,0,2013,BLSL,75.6049656349,102.441966114131
1991,Chestnut Hill Avenue,4525100,5,2,0,2013,BL,61.7572471132,83.7204432835219
1992,Chestnut Hill Avenue,5761600,5,2,0,2013,BL,59.9893606006,81.3338255910061
1993,Faneuil Street,5291000,6,2,0,2017,SLM,226.040842434,305.448873634741
1994,Market Street,4472200,5,2,0,2013,BL,36.9750874325,50.1158880475417
1995,Market Street,5273800,5,2,0,2013,BL,51.6157610931,69.950808978818
1996,Market Street,4466400,5,2,0,2013,BLSL,28.2234384419,38.2466452658192
1997,Centre Street,4877800,5,2,0,2010,BL,51.766568613,69.9216936442693
1998,Commonwealth Avenue Frontage Road Wb,5789000,0,2,1,2013,BL,17.4387448742,23.5620704097623
1999,Commonwealth Avenue Frontage Road Wb,5310000,0,2,1,2013,BL,248.329412639,335.946202440012
2000,Market Street,5442700,5,2,0,2013,SLM,85.6861345944,116.125337201646
2001,Cambridge Street,5193300,3,2,0,2010,BL,90.4111015632,122.24551853102
2002,Centre Street,4838200,5,2,0,2019,BFBL,72.8375335477,98.5229954510241
2003,Cambridge Street,5193500,3,2,0,2010,BL,57.1673581515,77.2843414377309
2004,Cummins Highway,5154700,3,2,0,2012,BL,46.6059355851,63.0044962045535
2005,Washington Street,5705400,3,2,0,2009,BL-PEAKBUS,73.575667173,99.5448790403945
2006,Centre Street,5822200,5,2,1,2010,BL,279.487992497,378.028824316703
2007,Centre Street,6238400,2,3,1,2011,BL,147.728744863,199.635750766159
2008,Cambridge Street,4470700,3,2,0,2015,BLSL,27.5488324167,37.2563066386619
2009,Brighton Avenue,5261900,3,2,1,2019,SLM,32.8223991679,44.3505355754877
2010,Cambridge Street,4464400,3,2,0,2015,SLM,48.602202954,65.7332976678609
2011,Harvard Avenue,5842200,3,2,0,2010,BLSL,17.0882301244,23.1711761845505
2012,Brighton Avenue,6256100,3,2,1,2013,SLM,161.856726769,218.713435539733
2013,Franklin Street,4450800,0,2,0,2010,SLM,43.1441430495,58.5133995167172
2014,Franklin Street,4456700,0,2,0,2010,SLM,82.0378197681,111.259057928713
2015,Cambridge Street,5104400,3,2,0,2015,BL,76.5009820179,103.452582342224
2016,Western Avenue,5638800,5,2,0,2015,BLSL,77.8753304363,105.243168905444
2017,Cummins Highway,5311400,3,2,0,2012,BL,75.4964221656,102.061314391692
2018,Centre Street,5115900,2,3,1,2011,BL,260.604352102,352.639803909084
2019,Centre Street,5686200,2,3,1,2011,BL,100.824806061,136.53766634943
2020,Centre Street,4737700,5,2,0,2011,SLM,54.6939524761,73.8535115049916
2021,Centre Street,4737800,5,2,0,2011,SLM,39.6335235797,53.5188517565801
2022,Walk Hill Street,5168400,5,2,0,2015,BL,54.370646166,73.5345079072939
2023,Centre Street,5686300,2,3,1,2011,BL,270.095883535,365.948528490927
2024,Perkins Street,5150200,5,3,1,2008,BL,134.128175423,181.238781732395
2025,Brighton Avenue,5247100,3,2,1,2019,SLM,74.2691017357,100.357148563682
2026,Western Avenue,5151700,5,2,0,2021,SBL,154.444063941,208.721189216462
2027,North Harvard Street,5638700,5,2,0,2009,BL,132.977023026,180.0871578933
2028,North Harvard Street,5860400,5,2,0,2009,BL,31.3308936475,42.4415446694118
2029,Washington Street,5530900,3,2,1,2016,BFBL,39.7317677528,53.7144155010894
2030,Washington Street,5531000,3,2,1,2016,BFBL,18.2155711498,24.6397681671268
2031,Washington Street,5857700,3,2,0,2016,BFBL,62.0929294469,83.9732644934179
2032,Mount Hope Street,4915500,0,2,0,2021,CFBL,71.1942820185,96.2335872161705
2033,American Legion Highway,5701000,5,2,1,2009,SLM,82.9417315342,111.935963995901
2034,Centre Street,6235400,2,3,1,2011,BL,6.33711389556,8.58099353462597
2035,South Street,5167100,5,2,0,2010,SLM,44.8103368785,60.7223351364719
2036,South Street,4739200,5,2,0,2010,BL,91.4905319174,123.986305823415
2037,Centre Street,4706200,5,2,0,2010,SLM,22.5002216277,30.4940215471663
2038,Perkins Street,5849700,5,2,0,2010,SLM,62.5216350987,84.4358205043559
2039,Perkins Street,4647700,5,2,0,2010,SLM,90.0260029717,121.599107247896
2040,Chestnut Street,5333300,5,3,1,2007,BL,26.1958190192,35.5060426895146
2041,Commonwealth Avenue,6275700,3,2,1,2019,SBL,107.706106583,145.539394266099
2042,Commonwealth Avenue,6305800,3,2,1,2019,SBL,22.8096246575,30.821708565163
2043,Cambridge Street,6265100,3,2,1,2018,SBL,45.3739720602,61.3329066725996
2044,American Legion Highway,6291400,5,2,1,2009,SLM,47.6165380692,64.4867330192102
2045,American Legion Highway,6222600,5,2,1,2020,SBL,560.578979289,757.8696597412
2046,Walk Hill Street,4802100,5,2,0,2014,SLM,81.830455231,110.795616013781
2047,Washington Street,5705600,3,2,0,2018,SBLBL,166.957765145,226.092222273594
2048,Walk Hill Street,5690400,5,2,0,2014,SLM,149.769587936,202.475977605972
2049,Washington Street,4776200,3,2,0,2018,SBL,48.8430622722,66.1803374866909
2050,South Street,5735900,5,2,0,2010,SLM,78.3386840568,106.144941915577
2051,American Legion Highway,5120400,5,2,1,2020,SBL,236.782296212,319.793344058625
2052,Beacon Street,5457700,3,2,0,2010,BL,186.310539057,251.843708605267
2053,Beacon Street,5113600,3,3,0,2019,BFBL,25.2212074883,34.0882792042118
2054,Arborway,5763600,0,3,1,2018,SBL,24.1335164608,32.6335035667139
2055,Williams Street,5185800,0,2,0,2017,SLMTC,134.250899726,181.666132488867
2056,Washington Street,4647500,3,2,0,2016,SLM,43.6155019703,59.0030670520431
2057,Centre Street,6288800,5,2,1,2010,SLM,36.1508956931,48.9981831224542
2058,Perkins Street,5827800,5,2,1,2010,SLM,33.8763636707,45.773756201655
2059,Centre Street,4638600,5,2,0,2010,BLSL,56.4202634978,76.2009870182017
2060,Brookline Avenue,4570700,2,2,0,2013,SLM,22.4941436841,30.4587625416403
2061,Huntington Avenue,5745500,3,2,0,2013,SLM,68.2092114724,92.1322728907784
2062,Brookline Avenue,4566900,2,2,0,2013,BLSL,135.610215766,183.598855985139
2063,Brookline Avenue,5674900,2,2,0,2013,BLSL,69.2504880898,93.7566444423267
2064,Longwood Avenue,4553900,5,2,0,2015,BLSL,105.923496149,143.29501211807
2065,Brookline Avenue,6298300,2,2,0,2013,SBL,66.9387480238,90.6414309678455
2066,Longwood Avenue,5196900,5,2,0,2015,BLSL,56.5578311141,76.4627760848
2067,Commonwealth Avenue,5176600,3,2,1,2008,BL,42.3675434683,57.246485156465
2068,Park Drive,5655500,2,2,0,2015,BL,60.0081836895,81.3292541985918
2069,Beacon Street,5612700,3,2,1,2018,BFBL,84.0120645102,113.568859929822
2070,River Street,5858201,5,2,0,2013,SLM,63.9415627574,86.3934801914493
2071,River Street,5048800,5,2,0,2013,SLM,55.6837348334,75.2267026796434
2072,Tremont Street,4588100,5,2,0,2015,SLM,61.8437566796,83.5868237214027
2073,Longwood Avenue,5196800,5,2,0,2015,BLSL,36.762958907,49.6936431202564
2074,Longwood Avenue,5745200,5,2,0,2015,BLSL,60.192565959,81.3703373240508
2075,Longwood Avenue,4566700,5,2,0,2015,BLSL,28.9220754113,39.1034898426557
2076,Beacon Street,6235200,3,2,1,2020,SBL,59.8953874982,80.9558073639759
2077,Beacon Street,6283200,3,2,1,2020,SBL,281.788214746,380.879420885216
2078,Blue Hill Avenue,6233500,2,2,1,2010,SLM,137.57019118,186.316693187416
2079,Blue Hill Avenue,5298201,2,2,1,2010,BL,69.2274932838,93.7609991750487
2080,Blue Hill Avenue,4988200,2,2,1,2010,BL,98.1940953281,133.003776682002
2081,Walk Hill Street,5584000,5,2,0,2014,SLM,17.6207655765,23.7894534788345
2082,Norfolk Street,5145900,5,2,0,2017,BL,71.6946309055,96.9894926255847
2083,Walk Hill Street,4964100,5,2,0,2014,SLM,241.236939263,326.393215296582
2084,Walnut Avenue,4728400,6,2,0,2011,SLM,44.8755998849,60.8133895066274
2085,Walnut Avenue,4725800,6,2,0,2011,SLM,69.9831068607,94.8424125722116
2086,Seaver Street,6228800,3,2,1,2016,SUP,474.345599287,642.076933451048
2087,Commonwealth Avenue,5446200,3,2,1,2010,SLM,172.730479463,233.370268144073
2088,Commonwealth Avenue,5230900,3,2,1,2010,BFBL,320.277708639,432.776769049691
2089,Commonwealth Avenue,5451000,3,2,1,2010,BL,150.91865645,203.992247020338
2090,Forsyth Way,6255900,5,2,1,2011,BL,54.8406557807,74.2935446047436
2091,Huntington Avenue,6261700,3,2,1,2012,SLM,214.468226665,289.952834976949
2092,Hemenway Street,5589700,5,2,1,2011,BL,59.9449470854,81.2357813038428
2093,Truman Highway,6286800,5,3,0,2018,BFBL,93.902950758,127.012881115512
2094,Cummins Highway,5162000,3,2,0,2020,SBL,122.772167867,165.874232150722
2095,Mount Hope Street,5218600,0,2,0,2021,CFBL,111.351755568,150.523100045551
2096,Arborway,6241200,0,3,1, ,BL,299.230812432,404.169334847828
2097,Franklin Park Service Road,5365200,0,2,0, ,SUP,252.856913362,342.390681873043
2098,Brookline Avenue,4575700,2,2,0,2019,BLSL,100.879228125,136.582607716284
2099,Fenway Connector To Park Drive,6254200,3,3,1,2019,BL,81.5819658071,110.533604896931
2100,Fenway,5273300,3,3,0,2019,BLSL,86.323142253,116.779976712725
2101,Brookline Avenue,5354400,3,2,0,2019,BLSL,52.8182916216,71.5228430903592
2102, ,6073500,0,2,0, ,SUP,1043.42128076,1410.7420899483
2103,Walnut Entrance,5312900,0,2,0, ,SUP,49.5125515232,66.9763358777521
2104,Washington Street,5162500,3,2,0,2016,SLM,18.4449647127,24.967502861113
2105,Washington Street,4672000,3,2,0,2016,SLM,50.7943604054,68.7500373990014
2106,Norfolk Street,4957700,5,2,0,2017,BL,63.1677738965,85.4626169389163
2107,Norfolk Street,4946700,5,2,0,2017,BL,41.8485901839,56.6140085099363
2108,Norfolk Street,5592300,5,2,0,2017,BL,11.0692779831,14.9781923345737
2109,Talbot Avenue,4840600,5,2,0,2010,SLM,45.6518365632,61.6582841335954
2110,Talbot Avenue,4843000,5,2,0,2010,SLM,74.1750808832,100.170739562401
2111,Talbot Avenue,4847400,5,2,0,2010,SLM,116.11651557,156.814355299838
2112,Blue Hill Avenue,4788500,3,2,1,2012,SLM,62.5228092837,84.7008431393675
2113,Blue Hill Avenue,5138800,3,2,1,2012,SLM,104.91939827,142.133817607145
2114,Blue Hill Avenue,5138900,3,2,1,2012,SLM,99.5824766286,134.905380953066
2115,Jewish War Veterans Drive,4766000,5,2,1,2009,BL,117.907114089,159.387736333469
2116,Walnut Avenue,4670300,6,2,0,2011,SLM,77.4923214609,104.994684269198
2117,Walnut Avenue,5604400,6,2,0,2011,SLM,18.5091799719,25.0076329798962
2118,Ruggles Street,4573900,5,2,0,2010,SLM,39.1691550538,52.9671245872243
2119,Ruggles Street,5470100,5,2,0,2010,SLM,48.4254756473,65.5444978110324
2120,Commonwealth Avenue,6270100,3,2,1,2010,BL,7.4319666195,10.0412020821364
2121,Commonwealth Avenue,6228300,3,2,1,2010,BL,75.7280919692,102.315020516217
2122,Hereford Street,5270000,5,2,0,2013,SLM,46.3791116466,62.8651952978623
2123,Hereford Street,5269900,5,2,0,2013,BL,44.3687127228,60.1420826194662
2124,Commonwealth Avenue,4500800,3,2,1,2010,BL,133.059742941,179.851396078928
2125,Hereford Street,5270100,5,2,0,2013,SLM,48.12988778,65.2448755810588
2126,Norfolk Street,5723601,5,1,0,2017,BFBL,38.4383029346,51.9175352858012
2127,Norfolk Street,4925200,5,2,0,2017,BL,86.2640753516,116.522135355624
2128,Norfolk Street,5217400,5,2,0,2017,BL,59.060204913,79.7706727593173
2129,Norfolk Street,5217500,5,2,0,2017,BL,52.9339687252,71.6202599422047
2130,Talbot Avenue,4817300,5,2,0,2010,BL,257.31070708,347.514846655156
2131,Old Road,5383900,0,2,0,2009,BL,64.9025203701,87.9014782335574
2132,Blue Hill Avenue,6285300,3,2,1,2010,SLM,95.5638450171,129.486651713214
2133,Columbia Road,5515600,5,2,1,2010,BL,58.8345910041,79.4577978449328
2134,Blue Hill Avenue,5223200,5,2,1,2010,BL,74.0744525426,100.320573136826
2135,Warren Street,5852500,5,2,0,2010,SLM,64.3058240855,87.1334472665743
2136,Warren Street,6263900,5,2,1,2011,SLM,76.2066546476,103.234260488385
2137,Warren Street,6263800,5,2,1,2011,SLM,16.0781291276,21.7837229038669
2138,Warren Street,6264001,5,2,1,2011,BL,128.895772557,174.659427811063
2139,Walnut Avenue,5741200,6,2,0,2011,BLSL,43.7535458038,59.2581958615813
2140,Warren Street,5741800,5,2,1,2011,BL,81.0461951737,109.838281059359
2141,Warren Street,5474401,5,2,0,2011,SLM,33.9262882758,45.9867695662695
2142,Warren Street,6257200,5,2,1,2011,SLM,58.5431093457,79.1863247116979
2143,Warren Street,5632400,5,2,1,2011,SLM,20.401882868,27.6475932720991
2144,Washington Street,6248101,3,2,1,2011,SLM,108.483178183,146.84544803544
2145,Washington Street,6248100,3,2,1,2011,SLM,52.7501409841,71.376236196148
2146,Columbus Avenue,4554700,3,2,0,2018,SBL,95.5876863594,129.366660452257
2147,Columbus Avenue,4542800,3,2,0,2009,BL,78.6339967597,106.430236899265
2148,Massachusetts Avenue,5273700,3,2,1,2011,BL,76.7379144861,103.883067012112
2149,Hereford Street,5269400,5,2,0,2013,BL,46.2425791789,62.6824457289135
2150,Dalton Street,5626900,5,2,0,2011,BLSL,135.689766116,183.91437613086
2151,Beacon Street,4481200,3,2,0,2018,SBL,199.938593301,270.256048362058
2152,Norfolk Street,5752800,5,2,0,2017,BL,84.7931656007,114.697756973461
2153,Norfolk Street,4868500,5,2,0,2017,BL,23.49518707,31.7217313888523
2154,Norfolk Street,4866500,5,2,0,2017,BL,66.4884648498,89.8191167115546
2155,Washington Street,4553500,3,2,0,2011,SLM,124.395197177,168.314934964183
2156,Columbus Avenue,4532600,3,2,0,2009,BL,82.8227907234,112.11594935773
2157,Dartmouth Street,5874800,5,2,0,2011,SLM,174.858696704,237.001806270109
2158,West Dedham Street,5616200,5,2,0,2011,BLSL,109.033226596,147.599914607364
2159,Albany Street,4561100,5,2,0,2012,BL,67.9631183744,91.9775261335554
2160,Adams Street,4757000,5,2,0,2013,SLM,94.5088517954,128.02631300279
2161,Columbia Road,5392400,5,2,1,2010,SLM,43.3089215709,58.6406823010087
2162,Columbia Road,6284600,5,2,1,2010,BL,149.734105006,202.595734445063
2163,Geneva Avenue,5728600,5,2,0,2016,SLM,227.199001899,306.866311545161
2164,Columbia Road,6239200,5,2,1,2010,BL,35.70868372,48.3093461786287
2165,Columbia Road,6239500,5,2,1,2010,BL,84.3546567686,114.083270738247
2166,Albany Street,5251300,5,2,0,2012,SLM,53.0640042469,71.7686642621565
2167,Washington Street,46806100,3,2,0,2011,SLM,9.53756121593,12.9057334681968
2168,Massachusetts Avenue,5546100,3,2,1,2011,BL,51.9571627532,70.32736185839
2169,Massachusetts Avenue,46806900,3,2,1,2020,SBL,131.815829748,178.370790889718
2170,Washington Street,4562400,3,2,0,2011,SLM,75.2186185786,101.780186843214
2171,Stuart Street,5593600,3,2,0,2014,BL,69.2811739154,93.6343279614709
2172,St James Avenue,5840700,3,2,0,2015,SLM,185.980152065,251.375708903663
2173,Columbus Avenue,5874500,3,2,0,2010,SLM,105.638814327,143.004080213595
2174,Dartmouth Street,5269000,5,2,0,2011,BL,48.4607235221,65.6865326176872
2175,Commonwealth Avenue,4486800,3,2,1,2010,BL,188.349523758,254.589457979477
2176,Commonwealth Avenue,6208500,3,2,1,2010,BL,207.671222837,280.709951547155
2177,Longfellow Bridge,5634000,2,1,1,2018,SBL,321.180469739,434.036667895781
2178,Cambridge Street,5266800,3,2,0,2014,SLM,49.7586019377,67.2892094760725
2179,Sullivan Square,6207800,3,2,0,2020,SBL,30.1814069417,40.9345387682673
2180,Dorchester Avenue,4998200,3,2,0,2010,SLM,105.118450906,142.359519825416
2181,Columbia Road,6230300,5,2,1,2010,BL,100.714399976,136.424336737429
2182,Massachusetts Avenue,6313400,3,2,1,2020,SBL,26.2647331287,35.536736987828
2183,Malden Street,4548000,5,2,0,2011,SLM,26.100629955,35.2759269026736
2184,Albany Street,4564900,5,2,0,2012,BL,75.8157908283,102.591177668389
2185,Washington Street,5854900,5,2,0,2017,SLM,86.5432816504,117.247250817337
2186,Washington Street,5135400,3,2,0,2016,SLM,26.0897453063,35.3513535004605
2187,Washington Street,4618100,3,2,0,2016,SLM,105.634205066,142.95432869207
2188,Washington Street,4615900,3,2,0,2016,SLM,100.038465981,135.233416383426
2189,Morton Street,5135900,2,1,1,2020,BL,63.682098402,86.0886116507418
2190,Maffa Way,4393500,3,2,0,2020,BL,110.566202159,149.726001062683
2191,Quincy Street,5835001,5,2,0,2019,SLM,20.6949244938,27.9674533383996
2192,Tremont Street,4452000,3,2,0,2020,SBL,94.9093339286,128.619890465166
2193,Tremont Street,5360500,3,2,1, ,BL,59.3226292545,80.4533696609352
2194,Arlington Street,5272300,3,2,0,2020,SBL,48.1456192774,65.2645957504307
2195,Boylston Street,4480500,3,2,0,2020,SBL,37.7298566441,50.9787115869054
2196,Boylston Street,4480700,3,2,0,2020,SBL,88.4053244696,119.450140255613
2197,Main Street,4409400,5,2,0,2011,BL,49.2788991267,66.7675636294293
2198,Main Street,4413400,5,2,0,2011,BL,35.9376255479,48.679365111829
2199,Main Street,5760300,5,2,0,2011,BL,21.0518930638,28.5184815608033
2200,Main Street,4406100,5,2,0,2011,BL,65.3295005923,88.5192586186887
2201,Dorchester Avenue,5198500,3,2,0,2010,SLM,87.2784763072,118.208421381053
2202,Ashmont Street,5836200,5,2,0,2013,SLM,53.8340929446,72.7242955535179
2203,Dorchester Avenue,4862300,3,2,0,2011,SLM,78.4776477666,106.303569566846
2204,Dorchester Avenue,4850300,3,2,0,2011,SLM,74.5827645931,101.029012491721
2205,Geneva Avenue,4787800,5,2,0,2016,SLM,141.368047117,191.101248098928
2206,Geneva Avenue,5686700,5,2,0,2016,SLM,37.2095643524,50.3067089283274
2207,Adams Street,4748600,5,2,0,2013,SLM,49.6329009657,67.2215595605237
2208,Adams Street,4750700,5,2,0,2013,SLM,45.7739546513,62.0077027077842
2209,Broad Street,5279100,5,2,0,2013,SLM,26.9411301425,36.5148094763016
2210,Cross Street,45224100,3,2,0,2014,SLM,16.8971337194,22.8954957801194
2211,Salem Street,5242600,0,2,0,2013,SLM,42.5641565149,57.6916103226121
2212,Salem Street,5764900,0,2,0,2013,SLM,24.516916953,33.2531429600536
2213,Albany Street,4552500,5,2,0,2012,BLSL,69.3177967109,93.8088137241312
2214,Washington Street,4524600,3,2,0,2011,SLM,93.4478395017,126.640824696871
2215,Kneeland Street,4495200,3,2,0,2017,SBLBL,56.9170946223,76.9390947220202
2216,Kneeland Street,4495800,3,2,0,2017,SBLBL,46.5488601947,62.9264290885485
2217,Essex Street,4480100,5,2,0,2012,SLM,39.4803564492,53.3460183476595
2218,Main Street,5829400,5,2,0,2012,BL,41.0970555977,55.6508791641665
2219,Mount Vernon Street,4674600,6,2,0,2013,BFBL,38.0086323267,51.3643412371899
2220,Marginal Street,5645100,0,2,0,2015,SLM,327.086324053,442.444085185532
2221,Maverick Street,4430500,5,2,0,2015,BL,73.9730560617,100.076486497846
2222,Dorchester Avenue,5853800,3,2,0,2011,SLM,59.8145483176,81.0519025326187
2223,Dorchester Avenue,4585300,3,2,0,2011,BL,155.120829249,210.301114730514
2224,Dorchester Avenue,4590900,3,2,0,2011,BL,65.767092422,89.1605307608161
2225,Dorchester Avenue,4593600,3,2,0,2011,BL,53.3075739479,72.2685934441426
